PROVIDER,CITY,COUNTRY
CLINIQUE MEDICO-DIANOSTIC  DU VAL ,ALGIERS,ALGERIA
EURL CENTRE DE DIAGNOSTIC MEDICAL ALTABARI,ALGIERS,ALGERIA
ALVALADE CLINIC,LUANDA,ANGOLA
CABINDAFARMA IBINDA,CABINDA,ANGOLA
CABINDAFARMA PATRIOTA,LUANDA,ANGOLA
CABINDAFARMA TALANI,CABINDA,ANGOLA
CENTRO DE FISIOTERAPIA ANA CAROLINA,BENFICA,ANGOLA
CLIGEST- SERVICOS MEDICOS FARMACEUTICOS,LUANDA,ANGOLA
"CLIMED SERVIÇOS DE SAUDE, LDA",LUANDA,ANGOLA
CLINICA DENTARIA NEOVITA,MAIANGA,ANGOLA
CLINICA SAGRADA   ESPERANCA - MOXICO ,MOXICO ,ANGOLA
CLINICA SAGRADA  ESPERANCA  - ZANGO ,LUANDA,ANGOLA
CLINICA SAGRADA  ESPERANCA HUAMBO & ASSOCIADOS LDA,HUAMBO,ANGOLA
CLINICA SAGRADA  ESPERANCA MEDIS SOYO ,SOYO,ANGOLA
CLINICA SAGRADA  ESPERANCA T/A LUBMED ,CABINDA,ANGOLA
CLINICA SAGRADA ESPERANCA  -  CACUACO T/A CENTRO MEDICO CSE-CACUACO ,,ANGOLA
CLINICA SAGRADA ESPERANCA -  ILHA (MAIN HOSPITAL),LUANDA,ANGOLA
CLINICA SAGRADA ESPERANCA - SAO FILIPE (BENGUELA),BENGUELA ,ANGOLA
CLINICA SAGRADA ESPERANCA - TALATONA,LUANDA,ANGOLA
CLINICA SERVIMED (UIGE),UIGE ,ANGOLA
"CLINICA SERVIMED (UIGE),ANGOLA",UIGE ,ANGOLA
GELVISOL CENTRO MEDICO ESPECIALIZADO,LUANDA,ANGOLA
HORTON PEDIATRICA,LUANDA,ANGOLA
LUANDA MEDICAL CENTER ,LUANDA,ANGOLA
LUANDA MEDICAL CENTER ,INGOMBOTA,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA ATLANTICO)",LUANDA,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA BAIXA)",LUANDA,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA BRISAS)",LUANDA,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA CONCHAS)",LUANDA,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA KINAXIXI)",LUANDA,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA LUBANGO CENTRAL)",LUBANGO,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA LUBANGO GINGA)",LUBANGO,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA MACULUSSO)",LUANDA,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA MAIANGA)",LUANDA,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA VIANA PARK)",LUANDA,ANGOLA
"MECOFARMA DE ANGOLA, S.A. (MECOFARMA VIANA VILA)",LUANDA,ANGOLA
PEANDRA LDA LUANDA ,LUANDA,ANGOLA
PEANDRA TALATONA ,LUANDA,ANGOLA
CLINICA SAGRADA ESPERACA - LUBANGO T/A CSE LUBANGO ,LUBANGO ,ANGOLA 
CENTRE DE GYNECOLOGIE ET DE PEDIATRIE LES OLIVIERS (CGPO),PORTO NOVO,BENIN
CENTRE DE RADIOLOGIE D'ECHOGRAPHIE ET DE SCANNER(CRES),COTONOU,BENIN
CENTRE MEDICAL AVICENNES,COTONOU,BENIN
CLINIQUE D'AKPAKPA,COTONOU,BENIN
CLINIQUE DE L'UNION,COTONOU,BENIN
CLINIQUE DE PEDIATRIE ET DE NEONATOLOGIE,COTONOU,BENIN
CLINIQUE DE SENADE,COTONOU,BENIN
CLINIQUE LOUIS PASTEUR,PORTO NOVO,BENIN
CLINIQUE PEDIATRIQUE D'AKPAKPA,COTONOU,BENIN
CLINIQUE POINT E,COTONOU,BENIN
LA CLINIQUE DE LA MARINA,COTONOU,BENIN
LA CLINIQUE POLYVALENTE MAHOUNA,COTONOU,BENIN
LA CLINIQUE SANTE SUD,COTONOU,BENIN
LANCET TOXI-LABO,COTONOU,BENIN
LE CENTRE MEDICAL ST VINCENT DE PAUL,COTONOU,BENIN
PHARMACIE ADECHINA,COTONOU,BENIN
PHARMACIE CAMP GUEZO,COTONOU,BENIN
PHARMACIE LA BENINOISE,COTONOU,BENIN
POLYCLINIQUE LES COCOTIERS,COTONOU,BENIN
POLYCLINIQUE SAINT MICHEL (ROSAM),COTONOU,BENIN
SOCIETE MULTI-GESTION-POLYCLINIQUE ATINKANMEY,COTONOU,BENIN
A.E LAMBAT ,GABORONE  ,BOTSWANA
ABEDNEGO KINASHA ,GABORONE  ,BOTSWANA
AFYA MZURI FAMILY CARE  ,MAUN,BOTSWANA
AGAPE DENTAL CLINIC,GABORONE,BOTSWANA
ARYAN BABY CARE,GABORONE,BOTSWANA
AVENUE MEDICAL CENTRE ,GABORONE  ,BOTSWANA
BANU KHAN T/A CAPITAL MEDICAL CENTRE ,GABORONE  ,BOTSWANA
C P S KANG ,GABORONE  ,BOTSWANA
DERMA PLUS ,GABORONE  ,BOTSWANA
DIAGNOFIRM BODIBA MALL ,GABORONE  ,BOTSWANA
DIAGNOFIRM BROADHURST BRANCH  ,GABORONE  ,BOTSWANA
DIAGNOFIRM BROADHURST INDUSTRIAL  ,GABORONE  ,BOTSWANA
DIAGNOFIRM EXTENSION 10 BRANCH  ,GABORONE  ,BOTSWANA
DIAGNOFIRM EXTENSION 2 BRANCH ,GABORONE  ,BOTSWANA
DIAGNOFIRM FRANCISTOWN DEPOT  ,FRANCISTOWN,BOTSWANA
DIAGNOFIRM FRANCISTOWN LABORATORY ,FRANCISTOWN,BOTSWANA
DIAGNOFIRM INDEPENDENCE DEPOT ,GABORONE  ,BOTSWANA
DIAGNOFIRM ITOWERS ,GABORONE  ,BOTSWANA
DIAGNOFIRM KARONG CLINIC,GABORONE  ,BOTSWANA
DIAGNOFIRM KAZUNGULA LABORATORY ,MAUN,BOTSWANA
DIAGNOFIRM LOBATSE DEPOT ,LOBATSE,BOTSWANA
DIAGNOFIRM MEDICAL LABORATORIES - HEAD OFFICE ,GABORONE  ,BOTSWANA
DIAGNOFIRM MEDSWANA BRANCH ,GABORONE  ,BOTSWANA
DIAGNOFIRM MOGODITSHANE ,GABORONE  ,BOTSWANA
DIAGNOFIRM MOLOPO,GABORONE  ,BOTSWANA
DIAGNOFIRM PALAPYE ,PALAPYE,BOTSWANA
DIAGNOFIRM SEBELE ,GABORONE  ,BOTSWANA
DIAGNOFIRM SELEBI PHIKWE LABORATORY,SELEBI PHIKWE,BOTSWANA
DIAGNOFIRM VILLAGE BRANCH ,GABORONE  ,BOTSWANA
DOCTORS INN ,MAUN,BOTSWANA
FLOWERTOWN MEDICAL CENTER,MAHALAPYE ,BOTSWANA
GENESIS CLINIC,MAUN,BOTSWANA
HEALTH INITIATIVES BOTSWANA (PTY) LTD (DR AHMED MULA),GABORONE  ,BOTSWANA
INDEPENDENCE SURGERY ,GABORONE  ,BOTSWANA
ISAIAS APOSTOL ,GABORONE  ,BOTSWANA
JOHN PRIDGEON ,GABORONE  ,BOTSWANA
JUBILATE MALLYA (DR)  T/A BOIPUSO SURGERY ,FRANCISTOWN,BOTSWANA
KAREN SANCHEZ GILBERT T/A SANCHEZ HOLDINGS LTD,GABORONE  ,BOTSWANA
LENMED BOKAMOSO PRIVATE HOSPITAL ,GABORONE  ,BOTSWANA
LIFE GABORONE HOSPITAL ,GABORONE  ,BOTSWANA
LULSEGED ALEMU T/A ALEMU SURGICAL GENERAL CLINIC,GABORONE  ,BOTSWANA
MANU MEDICAL CENTRE ,PALAPYE ,BOTSWANA
MOTSHOLATHEBE PHUTHEGO ,GABORONE  ,BOTSWANA
NELVIO DURAN RODRIGUEZ T/A HONEY RIVER HOLDINGS,GABORONE  ,BOTSWANA
OPTICALS BOTSWANA ,GABORONE,BOTSWANA
PHARMA NORTH ,FRANCISTOWN,BOTSWANA
RIVERSIDE HOSPITAL ,FRANCISTOWN,BOTSWANA
SANTIAGO LABORDE ,GABORONE  ,BOTSWANA
SATELITE PRIVATE MEDICAL CLINIC (SPMC),FRANCISTOWN,BOTSWANA
SPEC SAVERS (PTY) LTD,GABORONE  ,BOTSWANA
SPEC-SAVERS GABORONE,GABORONE,BOTSWANA
SPECTRUM MEDICAL IMAGING ,PALAPYE ,BOTSWANA
TAOLA PAEDIATRICS,GABORONE,BOTSWANA
CENTRE D'OPTIQUE ET D'OPTOMETRIE DU BURKINA,OUAGADOUGOU,BURKINA FASO
CENTRE MEDICAL INTERNATIONAL (CMI),OUAGADOUGOU,BURKINA FASO
CLINIQUE LES GENETS ,OUAGADOUGOU,BURKINA FASO
CLINIQUE MEDICAL LES FLAMBOYANTS,OUAGADOUGOU,BURKINA FASO
PHARMACIE DU SAHEL,OUAGADOUGOU,BURKINA FASO
KIRA HOSPITAL,BUJUMBURA,BURUNDI
LA NOUVELLE POLYCEB,BUJUMBURA,BURUNDI
PHARMACIE SALAMA,BUJUMBURA,BURUNDI
BIOMEDICAM,DOUALA,CAMEROON
CABINET DENTAIRE AZUR ,DOUALA,CAMEROON
CENTRE MEDICAL DE LA CATHEDRALE SARL,YAOUNDE,CAMEROON
CENTRE MEDICAL D'URGENCE ET DE REANIMATION,DOUALA,CAMEROON
CENTRE MEDICAL LE JOURDAIN/ JOURDAIN MEDICAL SERVICES,YAOUNDE,CAMEROON
CENTRE MEDICAL SAINT JEAN DE BONANJO,DOUALA,CAMEROON
CLINIQUE DE BONAPRISO ,DOUALA,CAMEROON
CLINIQUE DE L'AEROPORT,DOUALA,CAMEROON
GT LABO ,YAOUNDE,CAMEROON
PHARMACIE DE GAULE ,DOUALA,CAMEROON
POLYCLINIQUE DE BONANJO,DOUALA,CAMEROON
POLYCLINIQUE DU PALAIS,YAOUNDE,CAMEROON
POLYCLINIQUE DU ROND POINT BONAMOUSSADI ,DOUALA,CAMEROON
CARDIOMED ,PRAIA ,CAPE VERDE
CLINICA CONSULMED  - CONSULTORIO MEDICO UNIPESSOL LDA,PRAIA ,CAPE VERDE
CLINICA DE GASTROENTEROLOGIA E HEPATOLOGIA (DR SOLANGE),PRAIA ,CAPE VERDE
DERMOCLIN,PRAIA ,CAPE VERDE
EUROCLINICA ,,CAPE VERDE
"FARMACIA SANTA ISABEL, LDA",PRAIA ,CAPE VERDE
HOSPITAL REGIONAL SANTIAGO NORTE ,SANTA CATARINA,CAPE VERDE
LAC - LABORATORIOS DE ANALISES CLINICAS,PRAIA ,CAPE VERDE
"MEDICENTRO - PRESTACAO DE SERVICOS DE SAUDE, LDA",MINDELO,CAPE VERDE
PRAIA CLINICA ,PRAIA ,CAPE VERDE
CABINET MEDICAL MON PLAISIR,NDJAMENA,CHAD
CLINIQUE INTERNATIONALE '' SANTÉ POUR TOUS '',NDJAMENA,CHAD
CLINIQUE LA SAMARITAINE,N'DJAMENA,CHAD
CLINIQUE LE SAO,N'DJAMENA,CHAD
CLINIQUE PROVIDENCE,NDJAMENA,CHAD
FONDATION POUR LA PROMOTION DE LA SANTE AU TCHAD,NDJAMENA,CHAD
HOPITAL MODERNE N'DJAMENA / HOPITAL DE LA RENAISSANCE ,N'DJAMENA,CHAD
LABORATOIRE  ETALON BIOMEDICAL,NDJAMENA,CHAD
PHARMACIE DU BEGUINAGE,N'DJAMENA,CHAD
CENTRE D'IMAGERIE MEDICALE,MORONI,COMORES
CLINIQUE SALAMA,MORONI,COMORES
CLINIQUE SOM ,DJIBOUTI,DJIBOUTI
FK MEDICAL-SOVEREIGN DJIBOUTI MEDICAL SERVICES (SDMS),DJIBOUTI,DJIBOUTI
HOPITAL AL RAHMA ,BALBALA,DJIBOUTI
"AIDE VISION,ASBL",GOMA,DRC
ARIEL OPTIQUE,KINSHASA,DRC
CABINET DE NEURO-PSYCHODIAGNOSTIC,KINSHASA,DRC
CABINET DENTAIRE DR MARIE-CHRISTINE AKELE ,KINSHASA,DRC
CABINET DENTAIRE KARAVELLA,KINSHASA,DRC
CABINET DENTAIRE SECOURS,KINSHASA,DRC
CABINET MEDICAL DE LA GOMBE,KINSHASA,DRC
CABINET MEDICAL EMMANUEL,KINSHASA,DRC
CABINET ORL DE KINSHASA,KINSHASA,DRC
CENTRE  MEDICAL LA COLOMBE,MATADI,DRC
CENTRE HOSPITALIER BIOPHARMA,BUKAVU,DRC
CENTRE HOSPITALIER BIOPHARMA 2,KINSHASA,DRC
CENTRE HOSPITALIER DE KASENGA - CEPAC,UVIRA,DRC
CENTRE HOSPITALIER LA BORNE,KINSHASA,DRC
CENTRE HOSPITALIER LUMBU LUMBU (CLINIQUE MAPON),KINDU,DRC
CENTRE HOSPITALIER MONKOLE,KINSHASA,DRC
CENTRE HOSPITALIER NGANDA,KINSHASA,DRC
CENTRE HOSPITALIER WANAMAHIKA,BUTEMBO,DRC
CENTRE INTERNATIONAL DE DIAGNOSTIC,KINSHASA,DRC
CENTRE KINOIS DE RADIODIAGNOSTIC ET D'IMAGERIE MEDICAL,KINSHASA,DRC
CENTRE LILEMO,KABONDO,DRC
CENTRE MEDICAL ALLIANCE,KINSHASA,DRC
CENTRE MEDICAL CHRIST-ROI,SEKE BANZA,DRC
CENTRE MEDICAL DE LA MONGALA ,KINSHASA,DRC
CENTRE MEDICAL DE LA SOCIR (CENTRE MEDICAL NOUSHKA),MOANDA,DRC
CENTRE MEDICAL DE MATADI/CCLD (MIDEMA  HÔPITAL),MATADI,DRC
CENTRE MEDICAL DIAMANT,KINSHASA,DRC
CENTRE MEDICAL EVANGELIQUE DE NYANKUNDE CLINIQUE DE BUNIA,BUNIA,DRC
CENTRE MEDICAL GOMBELE,KINSHASA,DRC
CENTRE MEDICAL JOSE OUDNEY,KANANGA,DRC
CENTRE MEDICAL SHEKINAH,LIKASI,DRC
CENTRE PEDIATRIQUE MOTEMA,KINSHASA,DRC
CLINIQUE ADVENTISTE DE KOLWEZI,KOLWEZI,DRC
CLINIQUE BILAM,KINSHASA,DRC
CLINIQUE BOMOI,BUNIA,DRC
CLINIQUE CENTRAL DE KIKWIT,KIKWIT,DRC
CLINIQUE DE L'ESPERENCE,SAMBA ,DRC
CLINIQUE INTERNATIONALE DE MEDECINE AVANCEE AU KIVU / CIMAK,GOMA,DRC
CLINIQUE LA BRECHE (PROVIDENCE),BENI,DRC
CLINIQUE MASEB,MWENE DITU,DRC
CLINIQUE NGALIEMA,KINSHASA,DRC
CLINIQUE PEDIATRIQUE DE MBUJIMAY,MBUJI MAYI,DRC
DIETETICO CENTRE,,DRC
DIETETICO CENTRE,KINSHASA,DRC
EDEN PARK ASSOCIATION MEDICAL,KINSHASA,DRC
FONDATION VIE ET SANTE (DELGADO),LUBUMBASHI,DRC
GINI MEDICAL,MBANDAKA,DRC
HEAL AFRICA HOPITAL,GOMA,DRC
HJ HOSPITALS,KINSHASA,DRC
HÔPITAL BIAMBA MARIE MUTOMBO,KINSHASA,DRC
HOPITAL DE REFERENCE DE MATANDA,BUTEMBO,DRC
HOPITAL DU CINQUANTENAIRE DE KISANGANI,KISANGANI,DRC
HOPITAL GENERAL DE NSONANKULU,MBANZA NGUNGU,DRC
HOPITAL GENERAL DE REFERENCE DE BOENDE (HGR/BOENDE),BOENDE,DRC
HOPITAL GENERAL DE REFERENCE DE GEMENA,GEMENA,DRC
HOPITAL GENERAL DE REFERENCE DE KALEMIE,KALEMIE,DRC
HOPITAL GENERAL DE REFERENCE DE KENGE,KENGE,DRC
HOPITAL GENERAL DE REFERENCE DE PANZI,BUKAVU,DRC
HOPITAL GENERAL DE REFERENCE KALONDA,TSHIKAPA,DRC
HOPITAL GENERAL DE REFERENCE KANZALE,TSHIKAPA,DRC
HOPITAL GENERAL DU CINQUANTENAIRE - KIPUSHI,KIPUSHI,DRC
HOPITAL GENERAL DU CINQUANTENAIRE KARAVIA,LUBUMBASHI,DRC
HOPITAL NOTRE DAME/ BUMBA,BUMBA,DRC
HOPITAL PROVINCIAL DU NORD-KIVU (HOPITAL GENERAL DE GOMA),GOMA,DRC
HOPITAL PROVINCIAL GENERAL DE REFERENCE DE BUKAVU,BUKAVU,DRC
HOPITAL VALENTIN DISASHI,MBUJI MAYI,DRC
IMCK TSHIKAJI,KANANGA,DRC
INSTITUT MEDICAL CANADIEN DE KINSHASA,,DRC
KOLWEZI MEDICAL CENTER,KOLWEZI,DRC
LA CLINIQUE BUCCO DENTAIRE DIVINE ,GOMBE,DRC
LAEL VISION,KINSHASA,DRC
L'HOSPITAL GENERAL DE REFERENCE DE BOENDE (HGR/BOENDE),,DRC
MAISON MEDICAL DE KISANGANI,KISANGANI,DRC
MBENGO PHARMACY,KINSHASA,DRC
NEW MEDICIS CLINIC,KINSHASA,DRC
NEW PHARMACIE MODERNE,KINSHASA,DRC
NGALIEMA CENTER (NEW DEAL MEDICAL),KINSHASA,DRC
NOUVEAU VILLAGE PEDIATRIE,KISANGANI,DRC
PHARMACIE DE L INDEPENDENCE ,,DRC
PHARMACIE DE L'AMITIE,BENI,DRC
PHARMACIE DE L'INDEPENDANCE,KINSHASA,DRC
PHARMACIE SANTE PHARMA,LUBUMBASHI,DRC
PHARMACIE SANTEMETRE,KINSHASA,DRC
POLYCLINIQUE GALIEN,LUBUMBASHI,DRC
POLYCLINIQUE LA ROSE,,DRC
POLYCLINIQUE METHODISTE DE KOLWEZI,KOLWEZI,DRC
POLYCLINIQUE PEDIATRIQUE DE MBUJI MAYI,MBUJI MAYI,DRC
POLYCLINIQUE SAINT LUC,KANANGA,DRC
POLYCLINIQUE SAINT-LUC / L'SHI,LUBUMBASHI,DRC
POLYCLINIQUE SANTE POUR TOUS,MATADI,DRC
POYCLINIQUE DIOCESAINE DE SECOURS (MABAKU),BOMA,DRC
SES CLINICS (UNIHEALTH),LUBUMBASHI,DRC
SKYBORNE HOSPITAL,BUKAVU,DRC
SOS MEDECINS DU NUIT,KINSHASA,DRC
VITAPHARMA,KINSHASA,DRC
GHALY'S MEDICAL GROUP ,VAIRO,EGYPT
CENTRO MEDICO LA PAZ,MALABO,EQUATORIAL GUINEA
CLINICA SANTA ISABEL,MALABO,EQUATORIAL GUINEA
FREW GEBREYESUS,EZULWINI,ESWATINI
IBRAHIM SILETSION,EZULWINI,ESWATINI
MEDICAL MANAGEMENT SERVICES (PTY) LTD T/A DR BEN KAVHUMBURA,MBABANE,ESWATINI
MEDISUN CLINIC,EZULWINI,ESWATINI
SPEC-SAVERS THE CRESCENT,EZULWINI,ESWATINI
"SPEC-SAVERS THE NEW MALL, MBABANE",SWAZILAND,ESWATINI
THE CLINIC GROUP -  MANZINI PRIVATE CLINIC,MANZINI,ESWATINI
THE CLINIC GROUP - MBABANE CLINIC,MBABANE,ESWATINI
TSHIBUNGU (ALSO KNOWN AS SMART CLINIC) LUKOJI ,MANZINI,ESWATINI
U. SARUGASER ,MBABANE,ESWATINI
AMERICAN MEDICAL CENTER #1 MERIE LOKIE BRANCH ,ADDIS ABABA,ETHIOPIA
AMERICAN MEDICAL CENTER #2 BOLE BRANCH ,ADDIS ABABA,ETHIOPIA
GISHEN PHARMACY,ADDIS ABABA,ETHIOPIA
MYUNGSUNG CHRISTIAN MEDICAL CENTRE ,ADDIS ABABA,ETHIOPIA
NORDIC MEDICAL CENTRE,ADDIS ABABA,ETHIOPIA
SAINT YARED GENERAL HOSPITAL (PLC),ADDIS ABABA,ETHIOPIA
AKAGA,LIBREVILLE,GABON
CLINIQUE ASSALAS,PORT-GENTIL,GABON
CLINIQUE MANDJI ,PORT-GENTIL,GABON
CLINIQUE UNION MEDICALE ,LIBREVILLE,GABON
CUMC - CO ,LIBREVILLE,GABON
FONDATION JEAN FRANCOIS ONDO ,LIBREVILLE,GABON
GRANDE PHARMACIE DES FORESTIERS ,LIBREVILLE,GABON
LABORATOIRE D'ANALYSES MEDICALES NOMBA KELE ,LIBREVILLE,GABON
LABORATOIRE DANALYSES MEDICALES SAINTE MARIE ,LIBREVILLE,GABON
PHARMACIE DU CARREFOUR BANCO ,PORT-GENTIL,GABON
PHARMACIE LE PRESIDENT ,LIBREVILLE,GABON
POLYCLINIQUE DR CHAMBRIER - SOGEHO,LIBREVILLE,GABON
POLYCLINIQUE EL RAPHA ,LIBREVILLE,GABON
POLYCLINIQUE SAINT ANDRE ,LIBREVILLE,GABON
SAINTE MARIE (PHARMACIE & LABORATOIRE)(STE MARIE) ,LIBREVILLE,GABON
3 M & C HEALTH SYSTEMS,EAST LEGON,GHANA
3 M & C HEALTH SYSTEMS,TAMALE ,GHANA
A&A MEDLOVE MEDICAL CENTRE LTD,ACCRA,GHANA
ACA HEALTH SERVICES LTD ,,GHANA
ACCRA  MALL PHARMACY ,EAST LEGON ,GHANA
ACCRA MEDICAL CENTRE,,GHANA
ACRECITY MEDICS LIMITED,ACCRA,GHANA
AIRPORT WOMEN'S HOSPITAL,ACCRA,GHANA
AKAI HOUSE CLINIC ,ACCRA,GHANA
ASAFO-BOAKYE SPECIALIST HOSPITAL ,KUMASI,GHANA
BEAUMAH ROYAL HOSPITAL ,EAST LEGON ,GHANA
BOMSO CLINIC,KUMASI,GHANA
C & J MEDICARE HOSPITAL ,,GHANA
CLARON HEALTH INTERNATIONAL,,GHANA
DASHEN OPTICIANS,,GHANA
DIAGNOSTIC CENTRE LIMITED,EAST LEGON ,GHANA
DOCTORS IN SERVICE ,CAPE COAST ,GHANA
DOCTORS IN SERVICE  TAKORADI,TAKORADI,GHANA
DZIRAM EYE CLINIC,ACCRA,GHANA
EGON GERMAN CLINIC (LTD),ACCRA,GHANA
EMPAT-CAIQUO MEDICAL CENTRE,,GHANA
EQUITY PHARMACY,EAST LEGON ,GHANA
EURAPHARMA CARE SERVICES GHANA LIMITED,ACCRA,GHANA
FAMILY HEALTH HOSPITAL,LABADIE ,GHANA
FINNEY HOSPITAL & FERTILITY CENTRE,NEW BORTIANOR ,GHANA
FIRST CARE HOSPITAL,KUMASI,GHANA
FOCOS  ORTHOPAEDIC HOSPITAL ,PANTANG,GHANA
FRANKLYN MEDICAL SERVICES ,,GHANA
GARDEN CITY HOSPITAL,KUMASI,GHANA
GENERAL FAMILY HOSPITAL LTD ,,GHANA
GHANA -CANADA MEDICAL CENTRE,EAST LEGON ,GHANA
HABANA MEDICAL SERVICE ,,GHANA
HEALTHCARE NETWORK LIMITED (HEALTHNET) - HEALTHNET AIRPORT MEDICAL CENTRE,,GHANA
HEALTHLINK MEDICAL CLINIC,NORTH-LEGON,GHANA
JUBAIL SPECIALIST HOSPITAL,SAKUMONO,GHANA
KOFIRIDUA CLINIC  ,KOFIRIDUA,GHANA
KUFOUR CLINIC ,KUMASI,GHANA
LAPAZ COMMUNITY  CLINIC ANNEX ,LAPAZ ,GHANA
LAPAZ COMMUNITY HOSPITAL,LAPAZ ,GHANA
LIFE HEALTH CARE CLINIC  & DENTAL ,ACCRA,GHANA
LIFE HEALTHCARE ACHIMOTA MALL ,ACCRA,GHANA
LIFE HEALTHCARE THE JUNCTION MALL ,ACCRA ,GHANA
LISTER HOSPITAL,AIRPORT WEST ,GHANA
LUCCAHEALTH GHANA,ACCRA ,GHANA
MDS-LANCET LABORATORIES GHANA LIMITED,EAST LEGON ,GHANA
MEDIFEM HOSPITAL & FERTILITY CENTRE,ACCRA,GHANA
MEDIFEM HOSPITAL AND FERTILITY CENTRE,HAATSO ,GHANA
MEDIMART PHARMACY ,TEMA ,GHANA
MIDWAY CLINIC LIMITED,ACCRA,GHANA
NARH BITA HOSPITAL,TEMA,GHANA
NEW LIFE MEDICAL CENTRE,TAMALE,GHANA
NEWLAND MEDICAL CENTRE ,KOFIRIDUA,GHANA
NORTH RIDGE CLINIC,RIDGE ,GHANA
NYAHO MEDICAL CENTRE,AIRPORT RESIDENTIAL ,GHANA
ORDORNO CLINIC,ADABRAKA ,GHANA
PILLS & TABS PHARMACY LTD.,LEGON ,GHANA
PILLS AND TABS ,TAKORADI ,GHANA
RABITO CLINIC,EAST LEGON,GHANA
RABITO CLINIC,ABEKA-LAPAZ,GHANA
RABITO CLINIC,KOFORIDUA,GHANA
RABITO CLINIC,WINNEBA,GHANA
RABITO CLINIC,TECHIMAN,GHANA
RABITO CLINIC,OBUASI,GHANA
RABITO CLINIC,SUNYANI,GHANA
RABITO CLINIC,GARU,GHANA
RABITO CLINIC,OSU,GHANA
RABITO CLINIC,TEMA,GHANA
RABITO CLINIC,TAKORADI,GHANA
RABITO CLINIC,WA,GHANA
RABITO CLINIC,AGONA SWEDRU,GHANA
RABITO CLINIC,BOLGATANGA,GHANA
RABITO CLINIC,LAMASHEGU,GHANA
RABITO CLINIC,DANSOMAN,GHANA
RABITO CLINIC,ACCRA,GHANA
RABITO CLINIC,AFLAO,GHANA
RAPHAL MEDICAL CENTRE,TEMA,GHANA
RESOLVE CLINIC ,BAATSONA ,GHANA
SAINT JOSEPH 'S CATHOLIC HOSPITAL ,KOFIRIDUA,GHANA
SINEL SPECIALIST HOSPITAL,ACCRA,GHANA
SPECTRA HEALTH LIMITED,KUMASI,GHANA
ST JOHNS GENERAL HOSPITAL & SPA,TANTRA,GHANA
SUNSHINE HEALTHCARE LTD,,GHANA
SWEDEN GHANA MEDICAL CENTRE LTD,EAST LEGON ,GHANA
SYNLAB GHANA LTD ,ACCRA,GHANA
SYNLAB GHANA LTD ,KUMASI,GHANA
SYNLAB GHANA LTD ,TEMA,GHANA
SYNLAB GHANA LTD ,TAKORADI,GHANA
SYNLAB GHANA LTD ,KOFORIDUA,GHANA
SYNLAB GHANA LTD ,EAST LEGON,GHANA
THE MALL PHARMACY WESTHILLS ,,GHANA
TOTAL HOUSE CLINIC ,ADABRAKA,GHANA
TRUSTCARE SPEC. HOSPITAL,KUMASI,GHANA
UQ SPECIALIST HOSPITAL ,TAKORADI,GHANA
VAN-J EYE CARE ,,GHANA
VICDORIS PHARMACY,ASYLUM DOWN ,GHANA
VICOM SPECIALIST HOSPITAL,DANSOMAN ESTATE,GHANA
YEBOAH HOSPITAL,EAST LEGON ,GHANA
ATASEMANSO HOSPITAL ,KUMASI,GHANA 
IMPACT MEDICAL & DIAGNOSTIC CENTRE,,GHANA 
SHEPHERDCARE MEDICAL CENTRE,ACCRA ,GHANA 
CLINIQUE AMBROISE PARE,CONAKRY,GUINEA CONAKRY
CLINIQUE PASTEUR,CONAKRY,GUINEA CONAKRY
IBN-SINA LABORATOIRE,CONAKRY,GUINEA CONAKRY
LABORATOIRE GUINEO ALLEMAND,CONAKRY,GUINEA CONAKRY
PHARMACIE AMAR,CONAKRY,GUINEA CONAKRY
CENTRE MEDICAL DANAN,,IVORY COAST
CENTRE MEDICAL ET D'IMAGERIE DIAGNOSTIQUE D'ABIDJAN,ABIDJAN,IVORY COAST
CENTRE MEDICAL LIRING,ABIDJAN,IVORY COAST
CENTRE MEDICALE LA MISERICORDE,ABIDJAN,IVORY COAST
CENTRE MEDICO CHIRURGICAL FRANCE IVOIRE,ABIDJAN,IVORY COAST
CLINIQUE DANGA,ABIDJAN,IVORY COAST
CLINIQUE LA GRANDE PROVIDENCE DE HIRE,HIRE,IVORY COAST
CLINIQUE MEDICALE LES OLIVIERS ,ABIDJAN,IVORY COAST
CLINIQUE MEDICALE OASIS SANTE,ABIDJAN,IVORY COAST
CLINIQUE MEDICALE SAINT VIATEUR,ABIDJAN,IVORY COAST
CLINIQUE MEDICO-CHIRURGICALE NANAN (CMENA),BOUAKE,IVORY COAST
CLINIQUE NOTRE DAME DE L'INCARNATION,ABIDJAN,IVORY COAST
CLINIQUE SAINTE RITA DE CASCIA,ABIDJAN,IVORY COAST
